polymer,mp,mw
"Poly[4,4'-(2,2'-ethylenedithiazole)-p-phenylene]",265.0,270.37
"Poly[4,4'-(2,2'-m-phenylenedithiazole)-oxy-p-diphenylene]",340.0,410.51
"Poly[4,4'-(2,2'-octamethylenedithiazole)-p-phenylene]",164.0,354.53
"Poly[4,4'-(2,2'-tetramethylenedithiazole)-p-phenylene]",250.0,298.42
"Poly[4,4'-(2,2-butylidene)-diphenylene carbonate]",222.0,268.31
"Poly[4,4'-(2,2-hexylidene)-diphenylene carbonate]",200.0,296.36
"Poly[4,4'-(2,2-nonylidene)-diphenylene carbonate]",190.0,338.47
"Poly[4,4'-(2,2-pentylidene)-diphenylene carbonate]",220.0,282.34
"Poly[4,4'-(3,3-pentylidene)-diphenylene carbonate]",195.0,282.34
"Poly[4,4'-(decamethylenedioxy)-diphenylene terephthalate]",259.0,488.58
"Poly[4,4'-(decamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",211.0,460.62
"Poly[4,4'-(dodecamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",207.0,488.67
"Poly[4,4'-(ethylenedioxy)-dibenzoic anhydride]",215.0,284.27
"Poly[4,4'-(ethylenedioxy)-dibenzoic isophthalic anhydride]",140.0,432.38
"Poly[4,4'-(ethylenedioxy)-dibenzoic phthalic anhydride]",185.0,432.38
"Poly[4,4'-(ethylenedioxy)-dibenzoic terephthalic anhydride]",209.0,432.38
"Poly[4,4'-(heptamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",207.0,418.54
"Poly[4,4'-(methylenedioxy)-dibenzoic anhydride]",220.0,270.24
"Poly[4,4'-(methylenediphenylene)-diethylene sulfide]",108.0,254.39
"Poly[4,4'-(nonamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",200.0,446.59
"Poly[4,4'-(octamethylenedicarbonyl)-diphenylene carbonate]",175.0,380.44
"Poly[4,4'-(octamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",220.0,432.56
"Poly[4,4'-(p-phenylenedioxy)-diphenylene carbonate]",215.0,320.3
"Poly[4,4'-(pentamethylenedioxy)-dibenzoic anhydride]",188.0,326.35
"Poly[4,4'-(tetramethylenedicarbonyl)-diphenylene succinate]",242.0,380.4
"Poly[4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",204.0,312.32
"Poly[4,4'-(tetramethylenedithio)-dibenzoic anhydride]",206.0,344.44
"Poly[4,4'-(trimethylenedioxy)-dibenzoic anhydride]",265.0,298.29
"Poly[4,4'-(undecamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",193.0,474.64
"Poly[4,4'-heptylidene)-diphenylene carbonate]",200.0,310.39
"Poly[4-methyl-4,4'-(2,2-pentylidene)-diphenylene carbonate]",220.0,296.37
"Poly[5-hydroxymethylene-5-methyl-2-(1,3-dioxane)-caprylic acid]",81.0,256.34
"Poly[N,N'-diisopropyl-, N,N'-dimethyl-ethylene (ethylenediamino)-dipropionamide]",102.0,340.51
"Poly[N,N'-diisopropyl-piperazine (ethylenediamino)-dipropionamide]",97.0,338.5
"Poly[N,N'-dimethyl-piperazine (ethylenediamino)-dipropionamide]",113.0,282.39
"Poly[Si-diethyl-dimethyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-silylenedibenzamide] (diamine)",215.0,550.81
"Poly[Si-tetramethyl-tetraphenyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-tetrasiloxanylenedibenzamide]",150.0,1001.5
"Poly[cis-cyclopropylenedimethylene 4,4'-(methylenediphenylene)-diurethane]",230.0,352.39
Poly[decamethylene (decamethylenedisulfonyl)-dicaproamide],207.0,634.98
Poly[decamethylene (hexamethylenedisulfonyl)-dicapromide],218.0,578.87
"Poly[decamethylene (methylene-2,5-furan)-dicarboxamide]",111.0,306.41
"Poly[decamethylene (methylene-2,5-tetrahydrofuran)-dicarboxamide]",85.0,310.44
Poly[decamethylene (p-phenylenedioxy)-diacetamide],188.0,362.47
Poly[decamethylene (pentamethylenedisulfonyl)-dicaproamide],223.0,564.84
Poly[decamethylene (tetramethylenedisulfonyl)-dicaproamide],236.0,550.81
"Poly[decamethylene 4,4'-(ethylenedioxy)-dibenzoate]",135.0,440.54
"Poly[decamethylene 4,4'-(ethylenediphenylene)-dioxydiacetamide]",220.0,466.62
"Poly[decamethylene 4,4'-(isopropylidenediphenylene)-dioxy-diacetamide]",105.0,480.65
"Poly[decamethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",171.0,606.8
"Poly[decamethylene N,N'-terephthaloyldi(6-aminocaproate)]",166.0,530.71
"Poly[decamethylene N,N-adipolyldi(6-aminocaproate)]",137.0,510.72
Poly[decamethylene octadecamethylenediurea),172.0,508.84
Poly[decamethylene octamethylenediurea),201.0,368.57
Poly[decamethylene octamethylenediurethane),146.0,370.53
"Poly[dichloro-4,4'-(decamethylenedioxy)-diphenylene terephthalate] (diol)",160.0,557.47
"Poly[dimethyl-Si-tetramethyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-disiloxanylenedibenzamide] (diamine)",165.0,608.96
"Poly[dodecamethylene N,N'-adipoyldi(6-aminocaproate)]",134.0,538.77
"Poly[dodecamethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",167.0,634.86
"Poly[dodecamethylene N,N'-terephthaloyldi(6-aminocaproate)]",163.0,558.76
Poly[ethylene (ethylenedioxy)-diacetamide],168.0,202.21
Poly[ethylene (ethylenedithio)-diethylenediurethane],168.0,294.38
Poly[ethylene (hexamethylenedithio)-diethylene-diurethane],130.0,350.49
Poly[ethylene (pentamethylenedithio)-diethylenediurethane],126.0,336.46
Poly[ethylene (tetramethylenedithio)-diethylene-diurethane],126.0,322.44
"Poly[ethylene 2,4,8,10-tetraoxa-3,9-spiro(5.5)hendecane-dicaprylate]",85.0,470.6
"Poly[ethylene 3,3'-(ethylenedioxy)-dibenzoate]",141.0,328.32
"Poly[ethylene 3,3'-(tetramethylenedioxy)-dibenzoate]",100.0,356.37
"Poly[ethylene 3,3'-dimethoxy-4,4'-(ethylenedioxy)-dibenzoate]",210.0,388.37
"Poly[ethylene 3,3'-dimethoxy-4,4'-(oxydiethylene)-dioxydibenzoate]",118.0,432.42
"Poly[ethylene 3,3'-dimethoxy-4,4'-(tetramethylenedioxy)-dibenzoate]",117.0,416.43
"Poly[ethylene 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoate]",105.0,403.0
"Poly[ethylene 4,4'-(ethylenedioxydimethylene)-dibenzoate]",135.0,356.38
"Poly[ethylene 4,4'-(ethylenedithio)-dibenzoate]",190.0,360.44
"Poly[ethylene 4,4'-(pentamethylenedioxy)-dibenzoate]",150.0,370.4
"Poly[ethylene 4,4'-(tetramethylenedioxy)-dibenzoate]",252.0,356.37
"Poly[ethylene 4,4'-(tetramethylenediphenylene)-diurethane]",274.0,354.41
"Poly[ethylene 4,4'-(trimethylenedioxy)-dibenzoate]",190.0,342.35
"Poly[ethylene 4,4'-(trimethylenediphenylene)-diurethane]",207.0,340.38
"Poly[ethylene N,N'-adipoyldi(6-aminocaproate)]",163.0,398.5
"Poly[ethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",242.0,494.59
"Poly[ethylene N,N'-terephthaloyldi(6-aminocaproate)]",204.0,418.49
Poly[ethylene p-(carboxyphenoxy)-acetate],140.0,222.2
Poly[ethylene p-(carboxyphenoxy)-butyrate],85.0,250.25
Poly[ethylene p-(carboxyphenoxy)-heptanoate],55.0,292.33
Poly[ethylene p-(carboxyphenoxy)-undecanoate],65.0,348.44
Poly[ethylene p-(carboxyphenoxy)-valerate],55.0,264.28
Poly[ethylene p-(carboxyphenylene)-acetamide],221.0,204.23
"Poly[hexamethylene (1,4-piperazinedithio)-dicarboxylate]",144.0,322.44
Poly[hexamethylene (hexamethylenedioxy)-dipropionamide],105.0,342.48
Poly[hexamethylene (hexamethylenedisulfonyl)-dicaproamide],222.0,522.76
Poly[hexamethylene (hexamethylenedithio)-diethylene-diurethane],106.0,406.6
"Poly[hexamethylene (methylene-2,5-furan)-dicarboxamide]",115.0,250.3
"Poly[hexamethylene (methylene-2,5-tetrahydrofuran)-dicarboxamide]",78.0,254.33
Poly[hexamethylene (p-methylenephenoxy)-diacetamide],223.0,304.39
Poly[hexamethylene (p-methylenephenylene)-diacetamide],204.0,283.39
Poly[hexamethylene (p-phenoxy)-diacetamide],133.0,290.36
Poly[hexamethylene (p-phenylenedioxy)-diacetamide],238.0,306.36
Poly[hexamethylene (pentamethylenedisulfonyl)-dicaproamide],226.0,508.73
Poly[hexamethylene (pentamethylenedithio)-diethylene-diurethane],98.0,392.57
Poly[hexamethylene (tetramethylenedioxy)-dipropionamide],110.0,314.43
Poly[hexamethylene (tetramethylenedisulfonyl)-dicaproamide],241.0,494.7
Poly[hexamethylene (tetramethylenedithio)-diethylene-diurethane],120.0,378.55
"Poly[hexamethylene 2,4,8,10-tetraoxa-3,9-spiro(5.5)hendecane-dicaprylamide]",186.0,524.74
"Poly[hexamethylene 4,4'-(hexamethylenedisulfonyl)-dibenzoate]",186.0,536.66
"Poly[hexamethylene 4,4'-(methylenediphenylene)-dioxy-diacetamide]",174.0,396.49
"Poly[hexamethylene 4,4'-(methylenediphenylene)-diurea]",250.0,366.46
"Poly[hexamethylene 4,4'-(oxydimethylene)-di-2-(1,3-dioxolane)-caprylamide]",145.0,554.77
"Poly[hexamethylene 4,4'-(oxydiphenylene)-dioxydiacetamide]",220.0,398.46
"Poly[hexamethylene 4,4'-(p-xylylenedisulfonyl)-dibutyrate]",196.0,488.61
"Poly[hexamethylene 4,4'-(sulfonyldimethylene)-dibenzoate]",252.0,416.49
"Poly[hexamethylene 4,4'-(trimethylenediphenylene)-dioxy-diacetamide]",80.0,424.54
"Poly[hexamethylene N,N'-adipoyldi(6-aminocaproate)]",147.0,454.61
"Poly[hexamethylene N,N'-p-xylylenediterephthalamate)",285.0,514.58
"Poly[hexamethylene N,N'-suberoyldi(p-aminobenzoate)]",250.0,494.59
"Poly[hexamethylene N,N'-terephthaloyldi(6-aminocaproate)]",177.0,474.6
Poly[hexamethylene p-(carboxyphenoxy)-caproate],60.0,334.41
Poly[hexamethylene p-(carboxyphenoxy)-undecanoate],72.0,404.55
Poly[hexamethylene p-(carboxyphenoxy)-valerate],60.0,320.38
Poly[hexamethylene p-(carboxyphenylene)-acetamide],227.0,260.34
Poly[hexamethylene(trimethylenedisulfonyl)-diimino-dicaproamide],185.0,446.59
"Poly[hexamethylenethio-4,4'-(methylenediphenylene)-diethylene sulfide]",88.0,370.61
"Poly[isophthalic (4,4'-isopropylidenediphenylenedioxy)-diacetic anhydride]",65.0,474.46
Poly[isophthalic (p-phenylenedioxy)-diacetic anhydride],297.0,356.29
"Poly[isophthalic 2,2'-(isophthaloyldiamino)-dibenzoic anhydride]",259.0,534.48
"Poly[isophthalic 2,2'-(terephthaloyldiamino)-dibenzoic anhydride]",291.0,534.48
"Poly[isophthalic 3,3'-dimethoxy-4,4'-(methylenedioxy)-dibenzoic anhydride]",228.0,478.41
"Poly[isophthalic 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoic anhydride]",216.0,506.46
"Poly[isophthalic 4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",100.0,460.44
"Poly[isophthalic 4,4'-(trimethylenedioxy)-dibenzoic anhydride]",165.0,446.41
Poly[isophthaloyl (m-carboxyphenoxyacetyl)-dihydrazide],125.0,354.32
Poly[isophthaloyl (m-carboxyphenoxybutyryl)-dihydrazide],265.0,382.38
Poly[isophthaloyl (m-carboxyphenoxycapryl)-dihydrazide],249.0,410.43
Poly[isophthaloyl (m-carboxyphenoxypropionyl)-dihydrazide],238.0,368.35
"Poly[isopropylidenedimethylene, 4,4'-(methylenediphenylene)-diurethane]",190.0,354.41
Poly[m-(carboxyphenoxy)-acetic anhydride],134.0,178.14
"Poly[methyl-p-phenylene 4,4'-(ethylenedioxy)-dibenzoate] (diol)",316.0,390.39
"Poly[methyl-p-phenylene 4,4'-(tetramethylene dioxy)-dibenzoate] (diol)",212.0,418.45
"Poly[octamethylene N,N'-adipoyldi(6-aminocaproate)]",140.0,482.66
"Poly[octamethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",188.0,578.75
"Poly[octamethylene N,N'-terephthaloyldi(6-aminocaproate)]",167.0,502.65
"Poly[p-phenylenediethylene 3,3'-(p-phenylene)-dipropionate]",219.0,352.43
Poly[pentamethylene (decamethylenedisulfonyl)-dicaproamide],202.0,564.84
Poly[pentamethylene (ethylenedithio)-diethylenediurethane],130.0,336.46
Poly[pentamethylene (hexamethylenedisulfonyl)-dicaproamide],210.0,508.73
Poly[pentamethylene (hexamethylenedithio)-diethylene-diurethane],94.0,392.57
Poly[pentamethylene (pentamethylenedisulfonyl)-dicaproamide],212.0,494.7
Poly[pentamethylene (pentamethylenedithio)-diethylene-diurethane],87.0,378.55
Poly[pentamethylene p-(carboxyphenylene)-acetamide],216.0,246.31
Poly[piperazine (ethylenedixoy)-diacetamide],165.0,228.25
Poly[piperazine (trimethylenedithio)-dipropionamide],100.0,302.45
"Poly[terephthalic 2,2'-(terephthaloyldiamino)-dibenzoic anhydride]",312.0,534.48
"Poly[terephthalic 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoic anhydride]",255.0,506.46
"Poly[terephthalic 4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",215.0,460.44
"Poly[terephthalic 4,4'-(trimethylenedioxy)-dibenzoic anhydride]",285.0,446.41
Poly[terephthaloyl (m-carboxyphenoxyacetyl)-dihydrazide],218.0,354.32
"Poly[tetramethylene (1,4-piperazinedithio)-dicarboxylate]",188.0,294.38
Poly[tetramethylene (cyclopropylenedicarboxoyl)-diurethane],226.0,270.24
Poly[tetramethylene (decamethylenedisulfonyl)-dicapromide],219.0,550.81
Poly[tetramethylene (ethylenedithio)-diethylenediurethane],177.0,322.44
Poly[tetramethylene (hexamethylenedisulfonyl)-dicaproamide],228.0,494.7
Poly[tetramethylene (hexamethylenedithio)-diethylene-diurethane],117.0,378.55
Poly[tetramethylene (pentamethylenedisulfonyl)-dicaproamide],232.0,480.68
Poly[tetramethylene (pentamethylenedithio)-diethylene-diurethane],113.0,364.52
Poly[tetramethylene (tetramethylenedithio)-diethylene-diurethane],119.0,350.49
"Poly[tetramethylene 1,1'-(4,4'-trimethylenedipiperidine)-dithiodicarboxylate]",80.0,418.61
"Poly[tetramethylene 4,4'-(ethylenedioxy)dibenzoate]",180.0,356.37
"Poly[tetramethylene 4,4'-(methylenediphenylene)-diamino-dithiodicarboxylate]",104.0,404.5
"Poly[tetramethylene 4,4'-(propylenedioxy)-dibenzamide]",140.0,368.43
"Poly[tetramethylene N,N'-adipyldi(6-aminocaproate)]",156.0,426.55
"Poly[tetramethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",192.0,522.64
"Poly[tetramethylene N,N'-terephthaloyldi(6-aminocaproate)]",190.0,446.54
Poly[tetramethylene p-(carboxyphenylene)-acetamide],221.0,232.28
"Poly[trans-1,4-cyclohexylene (ethylenedithio)-diethylenediurethane]",214.0,348.48
"Poly[trans-1,4-cyclohexylene (hexamethylenedithio)-diethylene-diurethane]",204.0,404.58
"Poly[trans-1,4-cyclohexylene (pentamethylenedithio)-diethylene-diurethane]",189.0,390.56
"Poly[trans-1,4-cyclohexylene (tetramethylenedithio)-diethylene-diurethane]",214.0,376.53
"Poly[trans-1,4-cyclohexylene (trimethylenedithio)-diethylene-diurethane]",202.0,362.5
"Poly[trans-1,4-cyclohexylenedimethylene (ethylenedithio)-diethylenediurethane]",121.0,376.53
"Poly[trans-1,4-cyclohexylenedimethylene (hexamethylenedithio)-diethylenediurethane]",124.0,432.64
"Poly[trans-1,4-cyclohexylenedimethylene (tetramethylenedithio)-diethylenediurethane]",129.0,404.58
"Poly[trans-1,4-cyclohexylenedimethylene (trimethylenedithio)-diethylenediurethane]",105.0,390.56
"Poly[trans-1,4-cylohexylenedimethylene (pentamethylenedithio)-diethylenediurethane]",102.0,418.61
Poly[trans-3-(p-hydroxyphenylene)-propenoic acid],313.0,146.14
Poly[trans-cyclopropylene(cyclopropylenedicarboxoyl)-diurethane],245.0,254.2
"Poly[trans-cyclopropylenedimethylene 4,4'-(methylenediphenylene)-diurethane]",290.0,352.39
Poly[trans-pentamethylene (cyclopropylenedicarboxoyl)-diurethane],250.0,284.27
Poly[trimethylene (ethylenedithio)-diethylenediurethane],157.0,308.41
Poly[trimethylene (hexamethylenedithio)-diethylenediurethane],115.0,364.52
Poly[trimethylene (pentamethylenedithio)-diethylene-diurethane],112.0,350.49
Poly[trimethylene (tetramethylenedithio)-diethylene-diurethane],113.0,336.46
Poly[trimethylene p-(carboxyphenylene)-acetamide],281.0,218.26
